placa,old_tag,nomecomum,codigo,genero,especie,familia,subfamilia,densidade,inv,area,parcela,quadra,nsdist,linha,lo,lodist,recruit,data_morta,altura,altura_1,dap.04,mv.04,data04,am_f4.x,pq_f4.x,obs.04,am_f4.y,pq_f4.y,obs_cic4,c.05,mv.05,obs.05,am_f5,pq_f5,obs_cic5,data_cic5,data05,c.06,mv.06,obs.06,am_f6,pq_f6,obs_cic6,obs_m066,data_cic6,data_m066,data06,dap.07,c.07,mv.07,obs.07,data07,nova_placa.07,c07p,am_f7,pq_f7,caidape_c07p,obs_c07p,data_c07p,dap.08,c.08,mv.08,obs.08,data08,c.09,mv.09,obs_c09,cicat.09,Rec.09,am_f9,pq_f9,obs_cic9,data_cic9,qt_f9,data09,dap.10,c.10,mv.10,obs.10,data10,dap.11,c.11,mv.11,obs.11,data11,dap.12,c.12,mv.12,obs.12,data12,dap.14,c.14,mv.14,obs.14,data14,dap.16,c.16,mv.16,obs.16,data16,dap.18,c.18,mv.18,obs.18,data18,dap.22,mv.22,c.22,obs.22,alt22,data22,equipe.22,dap.24,c.24,mv.24,obs.24,data24,equipe.24
6964,,louro_abacate,Ocoacu,Ocotea,leucoxylon (Sw.) Laness.,Lauraceae,,0.543571429,40,1,A,7,340,8,O,25,i04,2018,24,24,47.3,v,21_09_2004,,,,,,,4,v,,,,,,08_09_2005,4,v,,,,,,,,08_08_2006,,4,v,,13_07_2007,,,,,,,,48.5,4,v,,19_08_2008,4,v,,,,,,,,,06_08_2009,49.3,3,v,,07_07_2010,47.8,4,v,,31_08_2011,47.9,5,v,,12_08_2012,47.9,3,v,,29_07_2014,47.6,4,v,340m,21_07_2016,,0,m,morta,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
6965,,xua,Sacgui,Sacoglottis,guianensis Benth. Var. guianensis,Humiriaceae,,0.84,40,1,A,7,333,8,O,23,i04,2006,7,7,41.8,v,21_09_2004,,,,,,,4,v,,,,,,08_09_2005,0,m,,,,,,,,08_08_2006,,0,m,,13_07_2007,,,,,,,,,0,m,,19_08_2008,0,m,,,,,,,,,06_08_2009,,0,m,m,07_07_2010,,0,m,morta,31_08_2011,,0,m,morta,12_08_2012,,0,m,m,29_07_2014,,0,m,,21_07_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
6966,,breu_sucuruba_branco,Trabur,Trattinnickia,burseraefolia Mart.,Burseraceae,,0.46,40,1,A,7,336,8,L,4,i04,2005,2.5,2.5,56.5,v,21_09_2004,,,,,,,0,m,,,,,,08_09_2005,0,m,,,,,,,,08_08_2006,,0,m,,13_07_2007,,,,,,,,,0,m,,19_08_2008,0,m,,,,,,,,,06_08_2009,,0,m,m,07_07_2010,,0,m,morta,31_08_2011,,0,m,morta,12_08_2012,,0,m,m,29_07_2014,,0,m,,21_07_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
6967,,carapanauba,Aspexc,Aspidosperma,excelsum Benth.,Apocynaceae,,0.79,40,1,A,7,307,8,L,7,i04,,28,28,55.1,v,21_09_2004,,,,,,,4,v,cr,,,,,08_09_2005,2,v,,,,,,,,08_08_2006,,5,v,,13_07_2007,,,,,,,,57.1,4,v,cr,19_08_2008,5,v,,,,,,,,,06_08_2009,59.4,5,v,,07_07_2010,59.6,5,v,,31_08_2011,59.2,5,v,,12_08_2012,59.4,5,v,,29_07_2014,59.6,5,v,307m,21_07_2016,60.1,4,v,,16_07_2018,61.4,v,5,,,26_07_2022,Ebis_Bate_Darlisson,62,5,v,,24_06_2024,Ebis_Sebastiao_Darlisson
6968,,breu_sucuruba,Trarho,Trattinnickia,rhoifolia Willd.,Burseraceae,,0.45,40,1,A,7,310,8,O,15,i04,,27,27,54,v,21_09_2004,,,,,,,5,v,,,,,,08_09_2005,5,v,,,,,,,,08_08_2006,,4,v,,13_07_2007,,,,,,,,56.4,4,v,,19_08_2008,4,v,,,,,,,,,06_08_2009,56.5,5,v,,07_07_2010,57,5,v,,31_08_2011,56,5,v,,12_08_2012,56.3,5,v,,29_07_2014,56.7,5,v,310m,21_07_2016,56.8,5,v,,16_07_2018,57.5,v,4,,,26_07_2022,Ebis_Bate_Darlisson,57.5,3,v,,24_06_2024,Ebis_Sebastiao_Darlisson
6969,,fava_orelha,Entsch,Enterolobium,schomburgkii (Benth.) Benth.,Mimosoideae,,0.72,40,1,A,6,297,8,L,25,i04,,27,27,68.2,v,21_09_2004,,,,,,,4,v,,,,,,08_09_2005,2,v,,,,,,,,08_08_2006,,5,v,,12_07_2007,,,,,,,,68.6,4,v,,19_08_2008,4,v,,,,,,,,,06_08_2009,69.2,5,v,,07_07_2010,69.3,4,v,,31_08_2011,70,5,v,,12_08_2012,70,4,v,,29_07_2014,69.8,5,v,297m,21_07_2016,70.2,4,v,cq,16_07_2018,69.6,v,5,,,26_07_2022,Ebis_Bate_Darlisson,69.9,2,v,,24_06_2024,Ebis_Sebastiao_Darlisson
6970,,breu_sucuruba_branco,Trabur,Trattinnickia,burseraefolia Mart.,Burseraceae,,0.46,40,1,A,6,290,8,L,20,i04,,26,26,51.1,v,21_09_2004,,,,,,,5,v,,,,,,08_09_2005,5,v,,,,,,,,08_08_2006,,5,v,,12_07_2007,,,,,,,,51.6,5,v,,19_08_2008,5,v,,,,,,,,,06_08_2009,52.8,4,v,,07_07_2010,53.2,4,v,,31_08_2011,53,5,v,,12_08_2012,54,5,v,,29_07_2014,54.2,4,v,290m,21_07_2016,56.2,4,v,,16_07_2018,57.4,v,5,,,26_07_2022,Ebis_Bate_Darlisson,57.5,4,v,,24_06_2024,Ebis_Sebastiao_Darlisson
6971,,carapanauba,Aspexc,Aspidosperma,excelsum Benth.,Apocynaceae,,0.79,40,1,A,6,293,8,O,23,i04,,30,30,66.5,v,21_09_2004,,,,,,,5,v,,,,,,08_09_2005,5,v,,,,,,,,08_08_2006,,5,v,,12_07_2007,,,,,,,,67.6,5,v,,19_08_2008,5,v,,,,,,,,,06_08_2009,67.3,5,v,,07_07_2010,68,5,v,,31_08_2011,67.5,5,v,,12_08_2012,68.3,5,v,,29_07_2014,68.2,5,v,293m,21_07_2016,68.6,5,v,,16_07_2018,68.5,v,3,cqcr,,26_07_2022,Ebis_Bate_Darlisson,68.4,4,v,,24_06_2024,Ebis_Sebastiao_Darlisson
6972,,breu_sucuruba_branco,Trabur,Trattinnickia,burseraefolia Mart.,Burseraceae,,0.46,40,1,A,6,275,8,O,25,i04,,26,26,78.1,v,21_09_2004,,,,,,,5,v,,,,,,08_09_2005,4,v,,,,,,,,08_08_2006,,4,v,,12_07_2007,,,,,,,,80,5,v,,19_08_2008,5,v,,,,,,,,,06_08_2009,79.3,5,v,,07_07_2010,79.8,3,v,,31_08_2011,79.8,5,v,,12_08_2012,81.2,5,v,,29_07_2014,80.6,5,v,275m,21_07_2016,82.1,5,v,,16_07_2018,82.5,v,3,,,26_07_2022,Ebis_Bate_Darlisson,82.9,5,v,,24_06_2024,Ebis_Sebastiao_Darlisson
6973,,mangabinha,Micege,Micropholis,egensis (A. DC.) Pierre,Sapotaceae,,0.6,40,1,A,6,291,8,O,18,i04,2014,23,23,57.2,v,21_09_2004,,,,,,,5,v,,,,,,08_09_2005,5,v,,,,,,,,08_08_2006,,5,v,,13_07_2007,,,,,,,,56.8,4,v,,19_08_2008,5,v,,,,,,,,,06_08_2009,58.9,5,v,,07_07_2010,58.6,5,v,,31_08_2011,57.9,1,v,,12_08_2012,,0,m,m,29_07_2014,,0,m,,21_07_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
6974,,breu_aroeira,Dacmic,Dacryodes,microcarpa Cuart.,Burseraceae,,0.511666667,40,1,A,6,260,8,L,0.3,i04,,21,21,48.5,v,21_09_2004,,,,,,,5,v,,,,,,08_09_2005,5,v,,,,,,,,08_08_2006,,5,v,,13_07_2007,,,,,,,,49.2,4,v,,19_08_2008,3,v,cr,,,,,,,,06_08_2009,49.4,5,v,,07_07_2010,49.6,5,v,,31_08_2011,49.5,5,v,,12_08_2012,50.4,5,v,,29_07_2014,51.2,4,v,260m,21_07_2016,51.8,4,v,,16_07_2018,52.5,v,4,,,26_07_2022,Ebis_Bate_Darlisson,52.3,4,v,,24_06_2024,Ebis_Sebastiao_Darlisson
6975,,carapanauba,Aspexc,Aspidosperma,excelsum Benth.,Apocynaceae,,0.79,40,1,A,5,229,8,L,8,i04,,25,25,46.2,v,21_09_2004,,,,,,,5,v,,,,,,08_09_2005,5,v,,,,,,,,08_08_2006,,5,v,,12_07_2007,,,,,,,,48.5,5,v,,19_08_2008,5,v,,,,,,,,,06_08_2009,49.7,5,v,,07_07_2010,50.1,5,v,,31_08_2011,50.5,5,v,,12_08_2012,51.9,5,v,,29_07_2014,53.2,5,v,229m,21_07_2016,54.9,5,v,,16_07_2018,58,v,5,,,26_07_2022,Ebis_Bate_Darlisson,59.7,5,v,,24_06_2024,Ebis_Sebastiao_Darlisson
6976,,breu_sucurubinha,Tragla,Trattinnickia,glaziovii Swart.,Burseraceae,,0.52,40,1,A,5,216,8,L,24,i04,2012,25,25,41.2,v,21_09_2004,,,,,,,4,v,,,,,,08_09_2005,5,v,,,,,,,,08_08_2006,,3,v,,12_07_2007,,,,,,,,41.7,3,v,,19_08_2008,4,v,,,,,,,,,06_08_2009,41.8,3,v,,07_07_2010,41.6,1,v,,31_08_2011,,0,m,morta,12_08_2012,,0,m,m,29_07_2014,,0,m,,21_07_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
83194,6977,breu_sucuruba_branco,Trabur,Trattinnickia,burseraefolia Mart.,Burseraceae,,0.46,40,1,A,5,224,8,O,16,i04,,24,24,46.1,v,21_09_2004,,,,,,,5,v,,,,,,08_09_2005,5,v,,,,,,,,08_08_2006,,5,v,,12_07_2007,,,,,,,,48.3,4,v,,19_08_2008,5,v,,,,,,,,,06_08_2009,49.3,5,v,,07_07_2010,49.8,5,v,,31_08_2011,49.8,4,v,,12_08_2012,50.2,4,v,,29_07_2014,51.5,2,v,,21_07_2016,52.5,4,v,,16_07_2018,53.5,v,4,sem placa,,26_07_2022,Ebis_Bate_Darlisson,54.5,5,v,placa nova= 83194,24_06_2024,Ebis_Sebastiao_Darlisson
6978,,breu_sucuruba,Trarho,Trattinnickia,rhoifolia Willd.,Burseraceae,,0.45,40,1,A,5,238,8,O,22,i04,2006,6,6,52.5,v,21_09_2004,,,,,,,5,v,,,,,,08_09_2005,0,m,,,,,,,,08_08_2006,,0,m,,12_07_2007,,,,,,,,,0,m,,19_08_2008,0,m,,,,,,,,,06_08_2009,,0,m,m,07_07_2010,,0,m,morta,31_08_2011,,0,m,morta,12_08_2012,,0,m,m,29_07_2014,,0,m,,21_07_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
6979,,carapanauba,Aspexc,Aspidosperma,excelsum Benth.,Apocynaceae,,0.79,40,1,A,5,220,8,L,4,i04,,20,20,45.2,v,21_09_2004,,,,,,,4,v,,,,,,08_09_2005,4,v,,,,,,,,08_08_2006,,4,v,,12_07_2007,,,,,,,,46,4,v,,19_08_2008,4,v,,,,,,,,,06_08_2009,46.3,5,v,,07_07_2010,46.4,5,v,,31_08_2011,46.7,5,v,,12_08_2012,46.9,4,v,,29_07_2014,47,5,v,220m,21_07_2016,47.4,4,v,,16_07_2018,48.9,v,4,,,26_07_2022,Ebis_Bate_Darlisson,49.7,5,v,,24_06_2024,Ebis_Sebastiao_Darlisson
6980,,breu_aroeira,Dacmic,Dacryodes,microcarpa Cuart.,Burseraceae,,0.511666667,40,1,A,5,216,8,L,10,i04,,13,13,53.1,v,21_09_2004,,,,,,,5,v,cr,,,,,08_09_2005,2,v,CR/CQ,,,,,,,08_08_2006,,4,v,cq_cr,12_07_2007,,,,,,,,51.1,1,v,cq/cr,19_08_2008,1,v,cq/cr,,,,,,,,06_08_2009,53.3,3,v,cq/cr,07_07_2010,53.5,4,v,,31_08_2011,53.3,4,v,,12_08_2012,53.8,4,v,,29_07_2014,54.6,4,v,216m,21_07_2016,55,5,v,,16_07_2018,55.2,v,5,,,26_07_2022,Ebis_Bate_Darlisson,55.4,4,v,,24_06_2024,Ebis_Sebastiao_Darlisson
6981,,breu_sucuruba_branco,Trabur,Trattinnickia,burseraefolia Mart.,Burseraceae,,0.46,40,1,A,5,210,8,L,9,i04,,22,22,47.9,v,21_09_2004,,,,,,,5,v,,,,,,08_09_2005,4,v,,,,,,,,08_08_2006,,5,v,,12_07_2007,,,,,,,,49.4,3,v,,19_08_2008,4,v,,,,,,,,,06_08_2009,50.3,5,v,,07_07_2010,50.6,5,v,,31_08_2011,51.3,5,v,,12_08_2012,53.9,5,v,,29_07_2014,55,4,v,210m,21_07_2016,56.2,5,v,,16_07_2018,58.9,v,4,,,26_07_2022,Ebis_Bate_Darlisson,58.4,4,v,,24_06_2024,Ebis_Sebastiao_Darlisson
6982,,breu_sucurubinha,Tragla,Trattinnickia,glaziovii Swart.,Burseraceae,,0.52,40,1,A,4,198,8,O,8,i04,,24,24,48.5,v,21_09_2004,,,,,,,5,v,,,,,,08_09_2005,2,v,,,,,,,,08_08_2006,,4,v,,12_07_2007,,,,,,,,50,4,v,,19_08_2008,4,v,,,,,,,,,06_08_2009,49.8,5,v,,06_07_2010,50.4,5,v,,31_08_2011,50.5,3,v,,12_08_2012,50.5,2,v,,29_07_2014,50.8,4,v,198m,21_07_2016,51.2,3,v,,16_07_2018,51.2,v,3,,,26_07_2022,Ebis_Bate_Darlisson,51.4,3,v,,24_06_2024,Ebis_Sebastiao_Darlisson
6983,,breu_sucuruba_branco,Trabur,Trattinnickia,burseraefolia Mart.,Burseraceae,,0.46,40,1,A,4,192,8,O,13,i04,,25,25,68.5,v,21_09_2004,,,,,,,4,v,,,,,,08_09_2005,5,v,,,,,,,,08_08_2006,,5,v,,12_07_2007,,,,,,,,69.4,4,v,,19_08_2008,5,v,,,,,,,,,06_08_2009,70.8,5,v,,06_07_2010,72,5,v,,31_08_2011,71.7,5,v,,12_08_2012,73.9,5,v,,29_07_2014,75.5,5,v,192m,21_07_2016,76,5,v,,16_07_2018,78,v,5,,,26_07_2022,Ebis_Bate_Darlisson,78.8,5,v,,24_06_2024,Ebis_Sebastiao_Darlisson
6984,,breu_aroeira,Dacmic,Dacryodes,microcarpa Cuart.,Burseraceae,,0.511666667,40,1,A,4,191,8,O,9,i04,,17,17,42.1,v,21_09_2004,,,,,,,3,v,cr,,,,,08_09_2005,5,v,CR,,,,,,,08_08_2006,,4,v,,12_07_2007,,,,,,,,45.1,4,v,cr,19_08_2008,5,v,,,,,,,,,06_08_2009,41.8,5,v,cr,06_07_2010,42.4,5,v,,31_08_2011,41.6,5,v,,12_08_2012,42.1,4,v,,29_07_2014,42.3,3,v,191m,21_07_2016,42.4,4,v,,16_07_2018,42.4,v,3,cqcr,,26_07_2022,Ebis_Bate_Darlisson,43.6,5,v,,24_06_2024,Ebis_Sebastiao_Darlisson
6985,,louro_abacate,Ocoacu,Ocotea,leucoxylon (Sw.) Laness.,Lauraceae,,0.543571429,40,1,A,4,164,8,O,8,i04,2006,1.7,1.7,50,v,21_09_2004,,,,,,,3,v,,,,,,08_09_2005,0,m,quebrou,,,,,,,08_08_2006,,0,m,,12_07_2007,,,,,,,,,0,m,,19_08_2008,0,m,,,,,,,,,06_08_2009,,0,m,m,06_07_2010,,0,m,morta,31_08_2011,,0,m,morta,12_08_2012,,0,m,m,29_07_2014,,0,m,,21_07_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
6986,,carapanauba,Aspexc,Aspidosperma,excelsum Benth.,Apocynaceae,,0.79,40,1,A,4,190,8,L,6,i04,,18,18,40.2,v,21_09_2004,,,,,,,4,v,,,,,,08_09_2005,3,v,,,,,,,,08_08_2006,,4,v,,12_07_2007,,,,,,,,41.5,4,v,,19_08_2008,4,v,,,,,,,,,06_08_2009,42,4,v,,06_07_2010,43.1,5,v,,31_08_2011,43.4,5,v,,12_08_2012,43.5,3,v,,29_07_2014,43.8,5,v,190m,21_07_2016,44.4,5,v,,16_07_2018,46.4,v,5,,,26_07_2022,Ebis_Bate_Darlisson,48,5,v,,24_06_2024,Ebis_Sebastiao_Darlisson
6987,,louro_prata,Ocogui,Ocotea,guianensis Aubl.,Lauraceae,,0.56,40,1,A,4,167,8,L,0.3,i04,2014,16,16,41.3,v,21_09_2004,,,,,,,5,v,,,,,,08_09_2005,5,v,,,,,,,,08_08_2006,,5,v,,12_07_2007,,,,,,,,45.2,4,v,,19_08_2008,3,v,,,,,,,,,06_08_2009,47.5,5,v,,06_07_2010,48.9,5,v,,31_08_2011,49.9,5,v,,12_08_2012,,0,m,m,29_07_2014,,0,m,,21_07_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
6988,,louro_abacate,Ocoacu,Ocotea,leucoxylon (Sw.) Laness.,Lauraceae,,0.543571429,40,1,A,4,170,8,L,3,i04,2005,15,15,47.3,v,21_09_2004,,,,,,,0,m,,,,,,08_09_2005,0,m,,,,,,,,08_08_2006,,0,m,,12_07_2007,,,,,,,,,0,m,,19_08_2008,0,m,,,,,,,,,06_08_2009,,0,m,m,06_07_2010,,0,m,morta,31_08_2011,,0,m,morta,12_08_2012,,0,m,m,29_07_2014,,0,m,,21_07_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
6989,,cuiarana,Tertet,Terminalia,tetraphylla (Aublet) Howard,Combretaceae,,0.72,40,1,A,4,174,8,L,24,i04,2005,6,6,64.8,v,21_09_2004,,,,,,,0,m,,,,,,08_09_2005,0,m,,,,,,,,08_08_2006,,0,m,,12_07_2007,,,,,,,,,0,m,,19_08_2008,0,m,,,,,,,,,06_08_2009,,0,m,m,06_07_2010,,0,m,morta,31_08_2011,,0,m,morta,12_08_2012,,0,m,m,29_07_2014,,0,m,,21_07_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
6990,,breu_aroeira,Dacmic,Dacryodes,microcarpa Cuart.,Burseraceae,,0.511666667,40,1,A,4,168,8,L,25,i04,,24,24,42,v,21_09_2004,,,,,,,4,v,cr,,,,,08_09_2005,5,v,,,,,,,,08_08_2006,,4,v,,12_07_2007,,,,,,,,43,5,v,cr,19_08_2008,3,v,cr,,,,,,,,06_08_2009,43.4,5,v,,07_07_2010,43.7,5,v,,31_08_2011,43.4,4,v,,12_08_2012,43.5,5,v,,29_07_2014,43.9,4,v,168m,21_07_2016,43.9,5,v,,16_07_2018,43.9,v,5,,,26_07_2022,Ebis_Bate_Darlisson,44.1,4,v,,24_06_2024,Ebis_Sebastiao_Darlisson
6991,,carapanauba,Aspexc,Aspidosperma,excelsum Benth.,Apocynaceae,,0.79,40,1,A,4,168,8,L,20,i04,,30,30,70.3,v,21_09_2004,,,,,,,5,v,,,,,,08_09_2005,4,v,,,,,,,,08_08_2006,,5,v,,12_07_2007,,,,,,,,71,4,v,,19_08_2008,5,v,,,,,,,,,06_08_2009,72.7,5,v,,07_07_2010,73.2,5,v,,31_08_2011,73.6,5,v,,12_08_2012,74.5,5,v,,29_07_2014,74.9,5,v,168m,21_07_2016,75.9,5,v,,16_07_2018,76.8,v,5,,,26_07_2022,Ebis_Bate_Darlisson,77.4,5,v,,24_06_2024,Ebis_Sebastiao_Darlisson
6992,,breu_sucuruba,Trarho,Trattinnickia,rhoifolia Willd.,Burseraceae,,0.45,40,1,A,4,165,8,L,18,i04,,25,25,47.8,v,21_09_2004,,,,,,,5,v,,,,,,08_09_2005,5,v,,,,,,,,08_08_2006,,5,v,,12_07_2007,,,,,,,,49.4,4,v,,19_08_2008,4,v,,,,,,,,,06_08_2009,48.5,5,v,,07_07_2010,48.6,5,v,,31_08_2011,48.5,5,v,,12_08_2012,49.1,5,v,,29_07_2014,49.3,5,v,165m,21_07_2016,49.6,5,v,,16_07_2018,49.7,v,4,,,26_07_2022,Ebis_Bate_Darlisson,49.9,5,v,,24_06_2024,Ebis_Sebastiao_Darlisson
6993,,quaruba_cedro,Vocvis,Vochysia,vismiifolia Spr. Ex warm.,Vochysiaceae,,0.48,40,1,A,4,179,8,O,2,i04,,16,16,43.1,v,21_09_2004,,,,,,,4,v,cr,,,,,08_09_2005,3,v,CQ,,,,,,,08_08_2006,,3,v,,12_07_2007,,,,,,,,43.2,1,v,cq/cr,19_08_2008,1,v,cr,,,,,,,,06_08_2009,43.7,2,v,cq/cr,06_07_2010,43.5,2,v,cqcr,31_08_2011,43.9,2,v,,12_08_2012,44,2,v,,29_07_2014,43.8,2,v,179m,21_07_2016,43.9,2,v,cq,16_07_2018,44.3,v,2,,,26_07_2022,Ebis_Bate_Darlisson,44.1,3,v,,24_06_2024,Ebis_Sebastiao_Darlisson
6994,,breu_sucuruba,Trarho,Trattinnickia,rhoifolia Willd.,Burseraceae,,0.45,40,1,A,4,180,8,O,11,i04,,24,24,41,v,21_09_2004,,,,,,,4,v,,,,,,08_09_2005,4,v,,,,,,,,08_08_2006,,4,v,,12_07_2007,,,,,,,,41,4,v,,19_08_2008,5,v,,,,,,,,,06_08_2009,42.4,5,v,,06_07_2010,42.6,4,v,,31_08_2011,42.5,4,v,,12_08_2012,42.5,3,v,,29_07_2014,42.2,3,v,180m,21_07_2016,42.3,4,v,,16_07_2018,42.5,v,5,,,26_07_2022,Ebis_Bate_Darlisson,42.6,4,v,,24_06_2024,Ebis_Sebastiao_Darlisson
6995,,louro_abacate,Ocoacu,Ocotea,leucoxylon (Sw.) Laness.,Lauraceae,,0.543571429,40,1,A,4,170,8,O,23,i04,,16,16,48.3,v,21_09_2004,,,,,,,4,v,,,,,,08_09_2005,4,v,,,,,,,,08_08_2006,,4,v,,12_07_2007,,,,,,,,50,4,v,,19_08_2008,4,v,,,,,,,,,06_08_2009,49.4,5,v,,07_07_2010,49.6,5,v,,31_08_2011,49.7,5,v,,12_08_2012,49.8,3,v,,29_07_2014,49.6,4,v,170m,21_07_2016,50.1,4,v,,16_07_2018,50.3,v,4,,,26_07_2022,Ebis_Bate_Darlisson,51.3,3,v,,24_06_2024,Ebis_Sebastiao_Darlisson
6996,,breu_sucuruba,Trarho,Trattinnickia,rhoifolia Willd.,Burseraceae,,0.45,40,1,A,4,160,8,L,6,i04,,22,22,41.9,v,21_09_2004,,,,,,,5,v,,,,,,08_09_2005,5,v,,,,,,,,08_08_2006,,4,v,,12_07_2007,,,,,,,,42.7,4,v,,19_08_2008,4,v,,,,,,,,,06_08_2009,43,5,v,,07_07_2010,43.2,4,v,,31_08_2011,43.1,5,v,,12_08_2012,44.2,5,v,,29_07_2014,44.9,5,v,160m,21_07_2016,45.1,5,v,,16_07_2018,46.4,v,4,,,26_07_2022,Ebis_Bate_Darlisson,46.5,5,v,,24_06_2024,Ebis_Sebastiao_Darlisson
6997,,louro_abacate,Ocoacu,Ocotea,leucoxylon (Sw.) Laness.,Lauraceae,,0.543571429,40,1,A,4,160,8,O,18,i04,2024,21,21,41.1,v,21_09_2004,,,,,,,5,v,,,,,,08_09_2005,4,v,,,,,,,,08_08_2006,,4,v,,12_07_2007,,,,,,,,42.4,4,v,,19_08_2008,3,v,,,,,,,,,06_08_2009,41.7,5,v,,07_07_2010,41.8,5,v,,31_08_2011,41.8,5,v,,12_08_2012,42.3,3,v,,29_07_2014,42.2,4,v,160m,21_07_2016,42.5,2,v,cq,16_07_2018,42.4,v,2,,,26_07_2022,Ebis_Bate_Darlisson,,0,m,morta,24_06_2024,Ebis_Sebastiao_Darlisson
6998,,louro_abacate,Ocoacu,Ocotea,leucoxylon (Sw.) Laness.,Lauraceae,,0.543571429,40,1,A,3,106,8,L,1.5,i04,2005,17,17,45.5,v,21_09_2004,,,,,,,0,m,,,,,,08_09_2005,0,m,,,,,,,,08_08_2006,,0,m,,12_07_2007,,,,,,,,,0,m,,19_08_2008,0,m,,,,,,,,,06_08_2009,,0,m,m,06_07_2010,,0,m,morta,31_08_2011,,0,m,morta,12_08_2012,,0,m,morta1,29_07_2014,,0,m,morta,21_07_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
6999,,breu_sucuruba,Trarho,Trattinnickia,rhoifolia Willd.,Burseraceae,,0.45,40,1,A,3,135,8,L,17,i04,,18,18,43,v,21_09_2004,,,,,,,3,v,cr,,,,,08_09_2005,4,v,,,,,,,,08_08_2006,,4,v,,12_07_2007,,,,,,,,42.9,1,v,cr,19_08_2008,5,v,,,,,,,,,06_08_2009,43.4,4,v,,06_07_2010,42.9,4,v,,31_08_2011,42.8,5,v,,12_08_2012,42.9,4,v,,29_07_2014,43.8,4,v,135m,21_07_2016,42.8,2,v,cqcr,16_07_2018,42.8,v,3,,,26_07_2022,Ebis_Bate_Darlisson,42.5,4,v,,24_06_2024,Ebis_Sebastiao_Darlisson
7000,,breu_sucuruba,Trarho,Trattinnickia,rhoifolia Willd.,Burseraceae,,0.45,40,1,A,3,124,8,L,24,i04,2007,20,20,42,v,21_09_2004,,,,,,,3,v,,,,,,09_09_2005,3,v,CQ,,,,,,,08_08_2006,,0,m,,12_07_2007,,,,,,,,,0,m,cq,19_08_2008,0,m,,,,,,,,,06_08_2009,,0,m,m,06_07_2010,,0,m,morta,31_08_2011,,0,m,morta,12_08_2012,,0,m,m,29_07_2014,,0,m,,21_07_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
7371,,louro_abacate,Ocoacu,Ocotea,leucoxylon (Sw.) Laness.,Lauraceae,,0.543571429,40,1,A,1,46,1,O,4,i04,,22,22,49.4,v,10_09_2004,,,,,,,5,v,,,,,,18_08_2005,4,v,,,,,,,,08_08_2006,,5,v,,20_07_2007,,,,,,,,51,3,v,,07_08_2008,4,v,,,,,,,,,05_08_2009,51.4,5,v,,05_07_2010,51.7,4,v,,29_08_2011,51.7,4,v,,12_08_2012,51.6,2,v,cq,29_07_2014,51.4,3,v,,07_07_2016,51.7,3,v,cqcr,16_07_2018,52.1,v,2,,,21_07_2022,Ebis_Sanarem_Bate_Darlisson,52.1,1,v,morrendo,19_06_2024,Sebastiao_Ebis_Davi
7372,,carapanauba,Aspexc,Aspidosperma,excelsum Benth.,Apocynaceae,,0.79,40,1,A,1,49,1,O,10,i04,,25,25,60.2,v,10_09_2004,,,,,,,5,v,,,,,,18_08_2005,4,v,,,,,,,,08_08_2006,,5,v,,20_07_2007,,,,,,,,64.4,4,v,,07_08_2008,5,v,,,,,,,,,05_08_2009,65.8,5,v,,05_07_2010,67.7,5,v,,29_08_2011,67.2,5,v,,12_08_2012,69,5,v,,29_07_2014,70,5,v,,07_07_2016,71.6,5,v,,16_07_2018,74.5,v,4,,,21_07_2022,Ebis_Sanarem_Bate_Darlisson,76.5,5,v,,19_06_2024,Sebastiao_Ebis_Davi
7373,,macarandubinha,Pouram,Pouteria,ramiflora (Mart.) Radlk,Sapotaceae,,0.775625,40,1,A,2,70,1,O,2,i04,2016,22,22,42.1,v,10_09_2004,,,,,,,5,v,,,,,,18_08_2005,4,v,,,,,,,,08_08_2006,,5,v,,20_07_2007,,,,,,,,42.9,4,v,,07_08_2008,5,v,,,,,,,,,05_08_2009,42.6,3,v,,05_07_2010,42.9,4,v,,29_08_2011,42.9,3,v,,12_08_2012,42.7,1,v,cq,29_07_2014,,0,m,morta,07_07_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
